battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,touch_screen,wifi,network_2G,network_3G,network_4G,network_5G,price_range,price
1283,1,2.9,1,13,0,62,0.5,103,4,14,787,1958,3106,12,10,3,0,0,0,1,0,0,0,5737
1467,1,1.1,1,17,0,55,0.3,234,4,8,380,1037,1634,11,1,4,1,0,0,0,0,1,3,80115
857,1,2.2,1,5,0,35,0.4,86,8,11,555,724,2663,17,3,7,1,0,0,0,0,1,2,43311
1471,0,2.3,1,9,0,8,0.5,152,1,17,61,1969,3317,18,3,14,1,0,1,0,0,0,0,3357
1931,0,2.0,0,17,0,46,0.4,186,1,4,712,1840,2070,7,19,16,1,1,0,0,0,1,2,44302
1167,0,1.3,0,8,1,36,0.3,178,7,7,846,1937,2520,15,0,12,1,1,0,1,0,0,0,2160
872,0,1.2,0,7,0,16,0.5,201,3,2,520,594,576,6,10,11,1,1,0,0,1,0,1,13910
1531,0,2.0,1,9,0,2,0.1,91,5,1,1094,1748,1105,5,1,4,0,0,0,0,1,0,1,15418
1645,0,2.7,1,16,0,27,0.8,164,3,18,601,1448,974,10,18,10,1,1,0,1,0,0,0,6027
1871,1,2.9,0,5,0,36,0.3,82,2,7,1559,1052,3992,17,7,11,1,0,0,0,0,1,2,57038
1175,1,0.8,1,13,0,26,0.1,158,2,1,139,1144,1247,13,19,13,1,0,0,1,0,0,0,5667
589,0,0.9,1,5,1,43,0.7,164,1,18,1339,565,3539,7,3,9,1,1,0,0,0,1,3,102907
1197,1,2.9,0,6,0,60,0.8,89,4,0,1363,1920,2064,9,15,18,0,0,0,0,1,0,0,8685
1839,1,2.3,0,11,0,60,0.8,112,2,12,1911,1733,3256,13,14,6,0,0,1,0,0,0,0,5190
1701,0,2.7,1,2,1,16,0.5,125,2,19,589,1997,3530,18,4,9,1,1,0,0,0,1,2,37362
1039,1,1.0,1,13,0,23,0.3,138,8,16,1749,1164,972,18,4,19,0,1,1,0,0,0,0,2117
1231,0,2.0,1,18,1,60,0.8,131,3,2,527,1183,1240,13,14,12,0,0,0,0,1,0,0,8285
1368,0,2.3,0,15,1,7,0.7,85,8,8,540,1409,2195,11,16,11,0,1,1,0,0,0,0,8911
540,1,2.2,0,6,1,53,0.3,209,3,4,1439,1336,1151,18,2,16,0,1,1,0,0,0,0,7961
1239,0,1.5,0,7,1,16,0.9,108,7,5,1490,1070,1432,8,17,7,1,1,0,1,0,0,0,8964
1001,0,0.5,0,17,0,25,0.2,198,8,3,374,1195,3756,15,10,20,1,0,1,0,0,0,0,7833
1458,0,2.0,0,12,0,22,1.0,247,7,16,290,679,2032,6,5,18,1,0,0,0,1,0,1,18354
1668,0,1.1,1,20,1,8,0.9,176,2,20,42,1333,2590,6,11,11,1,1,0,0,0,1,2,28786
1724,0,1.6,1,8,1,58,0.7,147,1,20,1887,1982,3060,8,16,6,1,0,1,0,0,0,0,2320
1428,0,2.9,1,9,0,62,0.9,236,3,20,1910,1591,3648,5,13,17,0,0,0,0,0,1,3,89376
960,0,1.5,0,20,1,30,0.8,139,2,15,1076,1852,1715,18,5,13,1,1,0,1,0,0,0,8268
1231,0,2.6,0,8,1,63,0.3,203,4,15,1811,701,1871,8,9,6,1,1,0,0,1,0,1,10691
1251,1,1.0,0,14,1,33,0.5,163,3,10,1906,1998,2799,16,15,2,0,1,0,0,1,0,1,16082
1424,1,2.2,1,19,0,33,0.2,120,2,1,1255,1538,3931,18,17,3,0,0,0,0,0,1,3,87952
1408,1,2.9,0,1,1,54,0.5,192,7,16,1235,1565,1428,15,19,6,1,0,0,0,1,0,0,6133
1776,0,0.8,0,12,0,60,0.8,144,8,14,7,1042,797,10,5,20,0,0,0,1,0,0,0,2121
889,0,0.5,1,1,0,63,0.4,158,5,17,1657,1481,890,20,18,16,1,0,0,0,0,1,2,22202
1382,1,1.6,0,18,0,6,0.4,142,3,9,482,1273,3809,10,2,2,0,1,0,0,1,0,1,14840
755,1,0.7,1,1,1,63,0.6,227,5,5,41,1812,1605,11,11,12,1,1,0,1,0,0,0,6108
1208,1,2.4,0,2,1,5,0.9,197,3,20,332,1193,3242,9,15,19,1,1,0,1,0,0,0,2054
949,0,2.8,0,5,0,23,0.1,116,3,15,1256,1767,3356,13,2,4,1,1,1,0,0,0,0,8949
509,1,1.6,1,2,0,19,0.4,143,8,4,1093,1111,3586,6,15,10,1,1,0,0,1,0,0,3114
1323,1,1.1,1,9,0,36,0.2,165,7,11,1902,1697,953,6,3,5,0,0,0,0,0,1,2,54841
1297,0,1.6,1,5,1,18,0.7,212,6,5,1039,743,2208,8,19,14,1,1,1,0,0,0,0,5926
1765,1,2.3,1,15,1,51,0.2,113,6,13,68,559,2378,19,12,10,1,0,0,0,0,1,2,40595
1774,0,0.5,1,16,0,51,0.7,118,5,15,52,603,3884,8,3,4,1,0,1,0,0,0,0,4892
1376,0,2.0,1,18,0,57,0.4,146,1,6,684,1150,1860,8,3,17,1,1,0,1,0,0,0,7532
1528,0,2.0,0,2,1,25,0.3,141,2,1,1970,1826,753,5,6,9,0,0,1,0,0,0,0,2169
1642,1,2.1,0,17,0,3,0.9,167,1,5,993,1510,3743,8,20,8,0,0,1,0,0,0,0,5220
1515,1,1.1,1,6,1,14,0.1,231,1,8,1797,576,977,16,11,18,1,1,1,0,0,0,0,2223
873,0,2.3,0,8,1,63,0.5,210,6,6,1402,1541,2030,9,1,17,1,0,0,0,1,0,1,10392
1588,1,0.7,1,19,0,55,0.1,188,2,1,1824,1707,1619,13,15,19,0,1,1,0,0,0,0,5175
645,1,1.0,0,11,0,16,0.5,168,6,18,1486,1804,563,7,6,17,1,1,0,1,0,0,0,3695
723,1,2.7,1,4,1,6,0.6,146,8,7,526,1811,3007,19,18,16,1,0,0,0,0,1,2,22889
1762,1,2.3,0,2,1,4,0.4,158,8,10,1805,1197,1139,7,10,3,0,0,0,0,1,0,1,12614
676,0,0.5,0,10,1,38,0.2,108,6,3,1702,1997,3942,18,0,5,0,1,0,1,0,0,0,7263
1352,1,1.1,0,3,1,38,0.4,153,7,15,62,1445,1520,9,8,6,0,0,0,0,1,0,1,14782
1805,0,1.0,0,4,1,38,0.7,111,6,17,260,766,508,14,4,8,1,1,0,0,0,1,3,91510
562,0,1.2,0,0,0,4,0.8,166,4,12,1523,1280,1191,10,16,16,1,1,0,0,0,1,3,111083
1740,1,1.1,1,17,1,64,0.6,118,1,4,1144,1108,1499,7,0,18,1,1,0,0,0,1,2,48109
1326,0,0.7,1,11,1,36,0.6,216,7,1,857,1445,2700,5,16,11,1,1,0,0,1,0,0,8421
1294,1,1.6,1,12,1,53,0.3,180,7,10,1263,1880,3289,14,11,10,0,1,0,0,1,0,1,16326
1188,1,2.3,0,8,0,24,0.4,221,1,0,1488,1524,3663,12,12,17,0,1,0,0,0,1,2,43722
1984,0,2.0,1,1,0,61,0.2,147,7,12,1130,1550,2008,16,10,4,0,0,0,0,0,1,3,128270
604,0,2.2,0,4,1,29,0.3,227,1,4,179,1047,1993,5,12,10,0,1,0,1,0,0,0,6755
1622,0,0.7,0,12,1,61,0.3,107,4,17,1039,659,1308,6,12,9,1,0,0,0,0,1,3,105377
1010,0,2.9,0,15,0,31,0.6,93,3,13,354,1436,749,7,5,8,1,0,1,0,0,0,0,4702
884,1,2.6,1,15,0,19,0.6,156,7,12,933,898,1214,10,5,18,0,0,0,0,1,0,1,17802
904,1,2.5,0,2,0,59,1.0,195,5,6,1332,1042,2277,8,19,6,1,1,0,1,0,0,0,4604
1322,1,2.6,1,3,0,53,0.3,246,5,7,726,626,2003,8,20,8,0,1,0,0,1,0,1,19328
1017,0,2.8,1,10,1,37,0.7,107,4,17,588,1508,3829,19,9,14,0,0,0,0,0,1,3,118534
975,0,1.9,0,13,0,34,0.8,168,1,6,1760,1447,1433,13,18,19,1,1,1,0,0,0,0,6562
1208,0,1.0,0,2,1,27,0.6,111,5,19,604,709,1247,10,2,15,1,0,0,0,0,1,3,100989
1270,1,2.0,1,15,1,49,0.3,216,4,16,180,649,3558,16,6,19,1,1,0,0,1,0,1,14580
1960,0,2.4,1,14,0,41,0.3,235,6,15,173,530,2405,6,4,4,1,1,0,1,0,0,0,2598
1546,1,2.3,1,9,0,18,0.1,174,2,10,353,1111,3130,11,7,18,1,1,0,0,1,0,1,17956
1496,0,1.8,1,8,0,41,0.4,96,5,18,353,801,2480,19,4,20,1,0,0,1,0,0,0,3800
1176,1,0.7,1,10,0,8,0.8,196,8,0,1242,1462,3287,17,11,8,1,0,1,0,0,0,0,3474
1213,1,1.4,1,15,1,58,0.1,156,2,20,1678,1364,1182,7,3,5,1,0,0,0,0,1,2,30586
1981,0,2.8,0,9,1,9,0.3,134,8,7,1338,1264,2535,13,18,16,0,1,0,0,0,1,2,32755
582,0,2.0,1,16,1,54,0.7,89,1,0,433,1182,2315,10,17,9,0,1,1,0,0,0,0,4006
1668,1,1.8,1,18,0,57,0.8,159,5,8,904,756,1465,20,2,17,1,0,0,0,1,0,0,8160
1608,1,1.2,1,1,1,63,0.5,213,4,18,281,1439,3064,12,6,2,1,0,1,0,0,0,0,3028
1601,0,1.4,1,1,0,32,0.7,195,3,20,258,1580,1187,17,7,17,0,0,0,0,0,1,3,105320
956,0,2.7,0,5,1,60,0.4,248,5,8,867,508,2569,20,14,3,0,1,0,1,0,0,0,8536
500,1,2.2,0,18,0,59,0.2,158,5,20,558,1528,2181,17,20,3,0,0,0,0,0,1,3,108492
550,0,2.5,1,7,1,13,0.5,139,5,9,4,1346,1414,5,16,9,0,1,0,0,1,0,1,16820
1184,1,1.6,1,2,1,49,0.6,121,5,10,1597,1637,1012,6,18,13,1,1,0,1,0,0,0,7999
1216,1,2.1,1,13,0,32,1.0,195,8,0,595,1276,1310,10,3,12,0,0,0,0,1,0,1,12654
1969,0,1.1,0,15,1,45,0.2,188,4,19,1668,1184,711,7,15,7,0,1,0,0,0,1,3,110024
948,0,2.3,0,0,1,20,0.6,150,4,7,393,1231,514,5,12,20,0,1,0,0,0,1,3,118019
1380,0,1.6,0,20,0,64,0.4,235,8,19,335,1728,3431,10,11,19,0,1,0,1,0,0,0,6906
987,0,1.6,0,2,0,11,0.6,181,3,11,62,523,686,9,3,6,1,1,0,0,1,0,1,13364
533,0,2.1,0,17,0,40,0.1,92,4,0,1816,992,3709,17,11,16,0,0,0,1,0,0,0,8702
1871,1,2.8,0,8,0,13,0.4,94,4,9,43,1469,2772,13,16,9,1,1,0,1,0,0,0,8165
594,1,0.7,1,5,0,21,0.8,115,1,3,152,1929,3840,10,8,7,1,0,0,0,1,0,1,9224
1595,0,2.6,0,20,1,38,0.6,94,7,14,1949,602,2220,9,11,13,1,1,0,1,0,0,0,4920
653,0,1.2,0,0,0,49,0.5,196,1,18,1805,1583,2229,5,14,20,1,0,1,0,0,0,0,4053
749,0,1.6,1,20,1,42,0.4,154,7,5,853,1609,3534,19,19,13,1,1,0,1,0,0,0,8035
1173,1,0.6,0,9,1,8,0.4,135,2,4,1706,1266,902,5,1,13,0,0,0,0,0,1,3,121758
937,0,1.3,1,5,0,53,0.4,174,3,4,1179,1522,702,15,8,10,1,1,0,0,1,0,1,15823
617,0,1.8,0,11,1,55,0.9,211,7,17,1501,871,3086,5,13,11,0,0,0,0,0,1,2,32865
1270,1,0.6,1,3,1,59,1.0,131,1,2,274,1178,1368,11,3,18,0,0,1,0,0,0,0,5086
1829,1,1.7,1,12,0,15,0.5,217,3,1,1381,1095,450,10,3,19,1,0,1,0,0,0,0,8932
767,0,2.8,1,16,1,12,0.5,163,3,3,425,701,1693,18,5,17,1,1,0,1,0,0,0,2897
1577,0,0.8,1,7,0,8,0.9,108,5,17,1555,588,1401,20,4,5,0,1,0,0,0,1,3,136146
735,0,2.4,1,19,0,30,0.5,132,6,8,482,936,2765,9,16,19,1,0,0,1,0,0,0,2306
888,1,1.5,0,2,0,11,0.6,236,6,18,213,619,1395,20,12,4,1,1,0,1,0,0,0,6302
1489,0,2.1,0,11,1,30,0.3,230,6,9,78,655,451,8,19,17,1,0,0,0,0,1,3,62523
1262,0,1.2,1,6,1,10,0.8,100,3,14,138,898,2339,15,16,15,0,0,1,0,0,0,0,5108
900,0,0.9,1,11,1,37,0.6,191,5,0,949,687,2370,18,18,10,0,1,1,0,0,0,0,4121
1123,1,0.9,1,1,1,49,0.8,250,2,10,97,1575,900,17,0,7,1,1,1,0,0,0,0,6534
1266,1,0.7,0,13,0,11,0.8,217,2,13,1912,1151,3608,17,20,5,1,1,0,0,1,0,1,12929
1826,0,1.0,1,4,1,20,0.3,155,6,9,663,1086,3806,15,16,3,1,1,0,0,1,0,0,8818
1418,0,2.2,1,8,0,57,0.7,109,2,18,197,729,1290,12,2,11,0,1,0,1,0,0,0,4198
1730,1,2.7,1,20,1,32,0.8,204,5,20,784,1653,2009,15,13,12,1,1,0,0,1,0,0,8719
1752,1,2.5,1,10,1,18,0.4,130,6,15,155,554,577,12,11,8,1,0,0,0,1,0,0,6958
1352,1,2.2,0,4,1,10,0.3,240,7,7,1073,770,1947,9,14,6,1,0,0,0,0,1,3,142544
1077,1,0.8,1,2,1,46,0.1,225,7,1,478,1623,2543,19,5,5,1,0,0,1,0,0,0,5785
574,1,1.2,1,16,1,34,0.5,157,5,6,227,1592,1272,8,19,7,0,1,0,1,0,0,0,5489
934,1,1.3,0,1,0,35,0.4,101,8,18,1974,1822,3387,19,1,3,1,0,0,0,0,1,2,44705
602,1,1.1,1,0,1,46,0.6,143,2,6,1480,1469,905,6,3,3,1,1,1,0,0,0,0,8462
1945,1,1.8,1,6,1,25,0.3,100,6,14,521,1877,2865,11,12,17,0,1,0,0,0,1,3,113015
1263,1,1.8,0,13,1,10,0.9,208,7,7,148,1675,1958,9,12,14,1,1,1,0,0,0,0,6321
1237,0,1.4,0,4,1,8,0.3,186,5,13,1081,829,2468,7,16,8,1,0,0,1,0,0,0,3372
1305,0,1.4,0,18,0,17,0.3,195,4,0,161,615,1086,13,5,6,0,0,0,1,0,0,0,6154
1829,0,2.6,1,10,1,20,0.5,203,7,12,862,822,444,13,10,18,1,1,0,0,1,0,1,9765
597,1,2.5,1,1,0,40,0.5,222,4,2,1500,1062,1766,15,18,14,0,0,0,0,1,0,1,11797
1297,0,1.3,0,7,1,7,0.3,115,5,20,1130,728,347,19,15,16,1,1,0,0,0,1,2,53888
1858,1,2.8,0,8,0,51,0.3,126,5,5,1450,859,2167,15,7,4,1,1,0,0,1,0,0,7277
1358,1,2.9,0,2,0,52,0.3,111,1,18,394,1528,2592,14,0,5,1,0,0,1,0,0,0,7164
934,0,1.3,1,1,0,12,0.7,133,7,14,800,527,3836,18,9,16,0,1,0,1,0,0,0,5285
946,1,1.4,1,6,0,62,0.8,240,1,3,185,1887,3402,20,1,19,1,1,1,0,0,0,0,5698
1831,0,1.8,0,4,0,13,0.5,246,3,20,557,1985,1836,15,18,4,0,1,0,0,1,0,0,4355
748,0,2.9,1,20,1,62,0.7,102,7,2,1980,1754,3755,20,13,8,0,1,1,0,0,0,0,3233
665,0,2.7,0,4,0,59,0.8,250,6,3,445,1918,1664,12,2,9,0,0,0,1,0,0,0,7528
1483,1,0.8,1,19,1,43,0.2,81,3,4,1664,1368,3380,5,8,12,0,0,0,0,1,0,0,2141
1858,0,1.5,1,12,0,14,1.0,245,3,17,1940,1794,430,16,7,10,0,1,1,0,0,0,0,5600
1519,1,1.9,1,20,0,13,0.8,236,2,9,829,1827,1952,7,10,13,0,1,0,1,0,0,0,2335
1041,0,1.8,1,19,1,64,0.3,189,4,7,1471,1906,3906,6,14,6,1,1,1,0,0,0,0,2093
1258,0,1.0,0,5,0,22,0.3,203,2,11,86,527,729,20,5,2,1,0,0,0,1,0,1,12361
1629,0,2.6,1,19,0,11,0.2,146,6,2,1272,1243,2190,8,1,15,1,0,1,0,0,0,0,5917
580,1,2.2,1,17,0,21,0.2,150,5,17,1864,1722,3688,6,0,4,1,0,1,0,0,0,0,3436
632,1,2.6,0,1,0,51,0.8,243,1,7,1463,1605,525,16,2,16,0,0,0,1,0,0,0,7183
1296,1,2.6,1,5,1,37,0.5,108,6,0,1280,1611,2300,15,17,11,1,0,0,0,1,0,1,9306
1399,0,2.4,0,8,0,29,0.8,198,5,13,1300,1913,2710,12,13,11,1,1,0,0,0,1,3,128888
637,0,1.6,0,2,0,25,0.8,244,6,12,1813,1079,3451,5,16,4,0,0,0,0,0,1,3,104837
683,1,2.0,1,0,1,6,0.6,192,5,11,437,950,949,8,1,7,1,0,1,0,0,0,0,3553
1924,1,0.9,1,0,1,38,0.7,124,7,2,515,932,631,9,18,6,0,1,0,1,0,0,0,6345
1853,1,2.2,0,18,0,62,0.1,95,1,17,1600,873,1671,18,8,20,1,0,0,0,1,0,0,5015
1284,1,0.9,0,4,0,61,0.4,110,5,20,946,934,2485,14,7,15,1,1,0,1,0,0,0,8603
1483,1,2.2,0,12,1,13,0.7,241,3,12,1225,1710,2339,8,9,18,0,1,0,0,1,0,0,4139
568,1,1.1,1,18,0,59,0.1,129,6,14,1598,1913,1491,12,8,13,1,0,0,1,0,0,0,3023
1045,0,0.8,0,11,1,36,0.1,201,1,9,1678,717,2227,6,7,10,1,0,0,0,0,1,2,24053
552,1,0.9,0,15,0,62,0.9,250,5,0,755,1631,389,13,6,4,1,0,0,0,0,1,2,22388
1973,0,0.5,0,18,1,41,0.7,94,3,5,1827,1447,3168,6,5,19,1,0,0,0,0,1,3,83573
704,0,2.3,1,2,1,55,0.3,128,3,8,796,848,1179,6,1,5,0,1,0,1,0,0,0,4820
625,1,2.3,0,11,1,3,0.7,89,7,9,1203,1287,945,17,8,15,1,1,0,1,0,0,0,5625
542,1,1.8,1,4,0,51,0.8,99,4,14,685,525,1957,6,8,7,0,0,1,0,0,0,0,3729
610,0,0.9,1,1,0,42,0.4,149,3,8,324,1571,2285,16,18,16,0,1,0,0,0,1,3,79080
1260,1,0.7,0,6,0,46,0.1,87,2,13,1948,1358,2794,20,8,18,1,1,1,0,0,0,0,7771
1706,1,0.5,1,12,0,40,0.9,113,1,10,622,869,2128,14,1,6,0,1,0,1,0,0,0,2320
1347,0,0.9,0,14,1,43,0.4,83,1,6,686,1537,1096,12,18,7,1,0,0,0,1,0,0,4677
594,0,2.7,1,2,1,10,0.2,187,8,1,1498,1710,1243,7,15,6,0,1,0,0,0,1,2,57873
1897,0,1.1,1,20,1,63,0.5,246,1,13,1688,1383,1717,14,13,20,0,1,0,0,0,1,3,92422
1399,1,1.4,0,19,0,23,0.8,103,5,5,1999,778,1094,15,19,15,0,1,0,0,0,1,3,101025
859,0,0.8,0,4,0,48,0.3,134,6,4,399,840,3373,18,0,5,0,0,0,0,0,1,3,89772
1399,1,1.1,0,7,0,6,0.3,105,5,4,867,1851,2971,14,12,6,1,1,0,0,0,1,3,130341
780,0,1.8,1,0,1,13,0.3,104,2,18,216,1106,3728,19,1,12,1,1,0,1,0,0,0,7956
1718,0,2.0,1,7,0,2,1.0,115,8,18,808,1548,3815,18,13,3,1,1,0,0,0,1,2,22656
1718,0,1.1,0,17,0,45,0.3,150,6,5,960,1028,3323,12,0,3,1,1,0,0,0,1,2,27630
1166,1,0.6,0,19,1,23,0.6,91,7,9,1476,925,2735,11,14,13,0,1,1,0,0,0,0,2304
592,1,1.5,1,15,1,39,0.9,208,3,13,1000,528,1707,14,17,17,1,1,0,0,1,0,0,7909
1171,0,1.1,1,17,0,52,0.2,195,8,16,1427,1455,1003,8,8,18,1,1,0,0,0,1,2,26937
560,0,1.0,1,19,1,20,1.0,232,5,2,1988,822,3131,11,7,5,1,0,1,0,0,0,0,5780
1133,0,2.9,0,11,0,17,1.0,212,6,0,931,812,3899,15,6,15,0,0,0,1,0,0,0,8490
1574,1,2.0,1,12,1,32,0.9,162,3,9,239,1083,2820,12,8,8,0,0,1,0,0,0,0,2613
1926,0,1.9,0,12,1,52,0.3,85,6,2,1761,1793,2765,10,8,16,0,0,0,0,0,1,3,116771
1528,1,1.5,1,9,1,4,0.7,105,3,4,1209,1261,1221,10,10,17,0,0,1,0,0,0,0,2092
1989,0,1.6,1,6,0,24,0.8,192,6,18,47,794,2182,7,3,9,0,0,1,0,0,0,0,6366
1103,0,1.9,0,13,0,43,1.0,182,5,9,1409,1155,2294,9,6,3,1,1,0,1,0,0,0,3130
1181,0,2.2,0,15,0,60,0.3,199,8,15,1231,1285,2484,14,20,20,0,0,1,0,0,0,0,3989
1033,0,2.3,0,14,1,19,0.8,246,5,0,1180,722,400,6,6,2,1,0,0,1,0,0,0,5752
1928,0,0.9,1,11,1,27,0.4,88,2,5,1248,574,2106,16,3,5,0,0,0,1,0,0,0,8590
1337,0,1.8,1,8,1,14,0.3,124,7,8,1167,601,3592,9,11,12,0,0,1,0,0,0,0,7812
1144,1,1.5,1,7,1,59,0.5,93,7,4,1442,1384,990,9,16,11,0,1,0,0,0,1,3,119339
732,0,2.7,0,17,0,19,0.8,191,4,13,1134,672,2709,11,19,19,0,1,0,0,1,0,1,11407
1023,1,2.1,1,17,0,4,0.5,134,1,9,1853,1527,3116,20,2,2,0,1,1,0,0,0,0,6423
845,0,1.8,0,12,0,59,0.6,216,5,1,874,894,3272,8,8,18,0,1,1,0,0,0,0,8439
1569,0,0.8,0,17,1,61,1.0,94,5,4,1897,1332,3258,18,4,17,1,0,1,0,0,0,0,8617
1045,1,2.0,0,14,1,24,0.5,116,3,0,1488,1503,2787,15,19,13,0,1,0,0,1,0,1,11557
1601,0,0.8,1,3,0,4,0.7,206,4,9,131,666,2785,10,15,17,0,0,0,0,1,0,1,13879
1596,1,1.3,1,16,1,56,0.4,196,7,8,624,799,3564,13,7,10,1,1,0,1,0,0,0,5830
1293,1,0.9,0,4,0,26,0.5,163,5,2,1859,617,3852,8,20,18,0,0,0,0,1,0,0,4050
748,0,2.2,1,15,1,28,0.7,151,6,14,1970,1011,2642,15,15,4,0,0,0,0,1,0,1,10129
546,1,1.0,0,8,1,59,0.9,175,7,3,600,1111,2571,18,18,19,1,1,1,0,0,0,0,4286
1644,1,1.5,0,9,0,45,0.6,190,4,12,672,1698,2569,10,15,16,1,1,0,1,0,0,0,6670
713,0,2.7,1,17,0,64,0.8,228,1,5,333,658,783,17,17,16,0,1,0,0,0,1,2,57503
738,1,1.0,0,16,1,28,0.2,184,6,19,1943,1907,3419,16,14,17,0,1,0,1,0,0,0,4980
1579,0,1.8,0,17,0,53,0.3,226,3,16,1098,1750,3575,13,17,2,0,1,0,0,1,0,0,4777
849,0,1.5,1,6,0,40,0.6,137,2,4,1816,1561,3346,14,13,2,0,1,0,0,1,0,1,17431
606,0,0.5,0,3,1,26,0.1,174,6,14,1435,962,3175,16,15,5,0,1,1,0,0,0,0,3734
1330,0,2.5,0,4,1,63,0.3,197,8,7,1542,1954,3717,20,4,14,0,0,0,0,0,1,3,62364
547,1,0.7,0,15,1,25,0.6,85,7,4,1648,603,1667,5,7,5,1,1,0,0,0,1,3,81396
836,0,1.7,0,2,0,9,0.1,83,8,12,35,1481,3229,12,15,9,1,0,0,0,0,1,2,24571
1549,0,1.9,0,17,1,10,0.3,122,1,0,777,1716,3942,5,20,14,1,0,0,0,1,0,1,9636
1303,1,2.1,0,20,1,47,0.6,172,6,0,1648,749,1374,20,0,9,1,1,0,0,1,0,0,6428
1780,0,2.2,0,13,1,38,0.6,121,4,6,1827,1536,685,8,10,15,0,0,0,1,0,0,0,4771
507,0,1.1,1,14,1,31,0.9,82,4,4,222,1066,3098,7,10,2,1,1,0,0,1,0,0,5034
1124,1,0.5,1,16,1,54,0.7,208,1,13,1746,1096,3244,8,1,10,0,0,0,0,0,1,3,62510
1776,1,2.3,0,0,0,20,0.5,94,7,14,529,1120,1316,18,18,2,0,1,0,0,0,1,2,29221
1218,1,1.8,0,20,1,54,0.9,126,4,20,240,1054,1672,11,4,8,1,1,0,0,0,1,3,112156
802,1,2.6,1,16,1,17,0.8,164,6,16,133,1911,1852,17,2,14,0,1,1,0,0,0,0,5382
1138,1,2.6,1,10,0,25,0.3,137,2,17,1755,570,3618,18,7,16,1,1,0,1,0,0,0,2936
555,1,2.6,1,16,1,45,0.2,118,6,6,390,1455,2153,13,3,10,1,1,0,1,0,0,0,7544
1225,1,1.7,1,13,1,22,0.7,210,2,17,101,1472,2606,13,12,17,1,0,0,0,1,0,0,7960
1025,0,1.3,1,19,0,37,0.6,237,4,18,1675,937,2035,14,13,18,1,1,1,0,0,0,0,6039
973,1,2.5,0,18,1,41,0.8,114,6,19,680,1567,2704,5,0,10,1,1,0,1,0,0,0,4200
527,1,1.6,1,20,0,40,0.8,236,4,6,497,1795,3126,19,4,7,0,0,1,0,0,0,0,7778
577,1,1.0,1,6,1,48,0.7,131,7,7,510,1537,2647,14,20,13,1,1,1,0,0,0,0,4946
1739,0,2.6,1,12,0,63,1.0,197,2,12,702,1894,3166,5,6,17,0,0,0,0,1,0,1,19547
1909,0,2.7,0,17,0,63,0.6,93,7,17,993,1635,773,13,5,16,0,1,1,0,0,0,0,8423
864,1,1.7,0,13,1,7,0.2,242,4,10,1560,1902,1656,8,14,8,0,0,0,1,0,0,0,2778
1165,1,0.7,0,0,0,6,0.8,235,5,8,2000,813,420,16,14,11,0,1,0,0,1,0,1,18706
1025,1,1.5,0,6,0,15,0.3,109,3,0,948,1938,3340,17,7,5,1,1,0,1,0,0,0,8475
1198,0,2.5,0,7,1,54,0.8,169,6,7,1568,984,2328,18,1,4,0,0,1,0,0,0,0,7804
1835,0,2.8,0,17,1,46,1.0,214,5,20,1366,668,1402,7,13,19,1,0,1,0,0,0,0,8701
1382,1,1.0,1,8,0,43,0.7,246,7,11,840,1387,384,17,15,2,0,0,0,0,0,1,3,91908
1530,0,0.7,0,0,1,51,0.6,174,8,1,5,1302,3120,13,9,14,1,0,0,0,1,0,1,13083
1526,1,2.7,0,16,0,62,0.5,148,4,14,957,745,1913,9,14,19,1,0,0,0,1,0,1,17915
1418,0,1.5,1,18,0,64,0.4,242,4,20,193,765,3874,16,3,9,1,1,0,0,0,1,2,35598
1249,0,1.9,0,5,1,5,0.4,206,3,17,741,1348,1273,10,11,12,1,1,0,1,0,0,0,3243
862,1,2.9,1,2,1,9,0.7,131,4,16,1160,742,850,5,9,11,1,0,0,1,0,0,0,2376
1797,1,0.7,1,4,0,25,0.8,221,3,14,1858,1823,1588,20,1,5,0,0,1,0,0,0,0,6029
1305,1,2.1,0,1,1,12,0.7,142,6,19,911,1850,2739,5,3,5,0,0,0,0,1,0,1,16776
1238,1,0.7,1,19,1,18,0.3,115,2,19,472,1029,437,17,19,5,0,1,1,0,0,0,0,4047
1538,0,1.4,1,3,0,51,0.5,170,3,8,215,1346,1867,18,5,13,0,1,0,0,0,1,3,147384
1715,0,2.5,1,9,0,22,0.8,231,3,2,1372,1503,2919,20,13,9,1,0,1,0,0,0,0,8609
984,0,1.6,1,9,0,58,0.5,247,5,19,875,841,999,11,2,14,0,1,0,1,0,0,0,7590
527,1,3.0,0,20,0,27,0.6,236,4,18,1206,1772,2094,14,14,9,0,0,0,1,0,0,0,7077
1213,0,1.9,1,10,0,44,0.8,132,6,17,1191,1259,2346,19,0,4,0,1,0,0,0,1,2,36937
1562,1,1.3,0,15,0,49,0.7,188,2,19,1817,1903,2707,12,18,13,0,0,0,1,0,0,0,3695
1796,0,1.1,1,16,1,45,0.5,229,1,7,37,1297,2208,20,0,19,0,0,0,0,0,1,2,26745
1754,1,1.4,1,15,0,46,0.9,151,7,0,1698,1031,860,15,12,16,1,1,0,0,1,0,0,2479
585,1,1.4,1,6,1,28,0.2,94,3,14,470,1363,2959,12,7,15,1,1,0,0,0,1,3,109322
